cell_line_id,pubchem_id,label
ACH-000622,24360,-1
ACH-000926,24360,-1
ACH-000375,24360,1
ACH-000096,24360,1
ACH-000074,24360,1
ACH-000486,24360,1
ACH-000631,24360,-1
ACH-000227,24360,1
ACH-000855,24360,1
ACH-000693,24360,-1
ACH-000873,24360,1
ACH-000865,24360,-1
ACH-000824,24360,1
ACH-000754,24360,1
ACH-000806,24360,1
ACH-000301,24360,1
ACH-000950,24360,1
ACH-000204,24360,-1
ACH-000583,24360,1
ACH-000759,24360,-1
ACH-000934,24360,-1
ACH-000910,24360,-1
ACH-000849,24360,1
ACH-000450,24360,-1
ACH-000881,24360,-1
ACH-000072,24360,1
ACH-000449,24360,1
ACH-000192,24360,-1
ACH-000879,24360,-1
ACH-000359,24360,1
ACH-000020,24360,1
ACH-000156,24360,1
ACH-000391,24360,1
ACH-000078,24360,1
ACH-000351,24360,-1
ACH-001125,24360,-1
ACH-001126,24360,1
ACH-000795,24360,1
ACH-000918,24360,1
ACH-000006,24360,1
ACH-000335,24360,1
ACH-000045,24360,1
ACH-000938,24360,1
ACH-000944,24360,1
ACH-000360,24360,1
ACH-000395,24360,-1
ACH-000932,24360,1
ACH-000303,24360,1
ACH-000581,24360,1
ACH-000200,24360,-1
ACH-000168,24360,1
ACH-000911,24360,1
ACH-000403,24360,-1
ACH-000491,24360,-1
ACH-000628,24360,-1
ACH-000638,24360,-1
ACH-000427,24360,-1
ACH-000092,24360,-1
ACH-000888,24360,-1
ACH-000860,24360,-1
ACH-000980,24360,1
ACH-000780,24360,1
ACH-000830,24360,-1
ACH-000648,24360,-1
ACH-000015,24360,-1
ACH-000916,24360,-1
ACH-000448,24360,-1
ACH-000747,24360,1
ACH-000282,24360,-1
ACH-000394,24360,1
ACH-000399,24360,1
ACH-000816,24360,-1
ACH-000776,24360,-1
ACH-000024,24360,1
ACH-000159,24360,-1
ACH-000372,24360,1
ACH-000937,24360,1
ACH-000654,24360,1
ACH-000565,24360,-1
ACH-000169,24360,-1
ACH-000943,24360,1
ACH-000719,24360,-1
ACH-000636,24360,1
ACH-000473,24360,-1
ACH-000614,24360,-1
ACH-000410,24360,1
ACH-000181,24360,-1
ACH-000609,24360,1
ACH-000441,24360,-1
ACH-000112,24360,1
ACH-001189,24360,-1
ACH-000748,24360,-1
ACH-000400,24360,1
ACH-000361,24360,-1
ACH-000145,24360,1
ACH-000309,24360,-1
ACH-000373,24360,1
ACH-000465,24360,1
ACH-000423,24360,-1
ACH-000822,24360,1
ACH-000810,24360,-1
ACH-000640,24360,-1
ACH-000665,24360,1
ACH-000939,24360,1
ACH-000974,24360,-1
ACH-000478,24360,-1
ACH-000493,24360,-1
ACH-000420,24360,-1
ACH-001199,24360,-1
ACH-000664,24360,1
ACH-000953,24360,1
ACH-000489,24360,-1
ACH-000236,24360,-1
ACH-000470,24360,-1
ACH-000958,24360,1
ACH-000421,24360,-1
ACH-000680,24360,-1
ACH-000381,24360,-1
ACH-000197,24360,1
ACH-000949,24360,-1
ACH-000146,24360,1
ACH-000430,24360,1
ACH-000554,24360,-1
ACH-000171,24360,-1
ACH-000304,24360,-1
ACH-000332,24360,-1
ACH-000469,24360,-1
ACH-000828,24360,-1
ACH-000189,24360,-1
ACH-000524,24360,-1
ACH-000815,24360,1
ACH-000679,24360,-1
ACH-000416,24360,-1
ACH-000320,24360,1
ACH-000383,24360,-1
ACH-000998,24360,-1
ACH-000136,24360,1
ACH-001023,24360,1
ACH-000350,24360,-1
ACH-000792,24360,1
ACH-000009,24360,-1
ACH-000188,24360,-1
ACH-000222,24360,-1
ACH-000440,24360,-1
ACH-000248,24360,1
ACH-000245,24360,1
ACH-000432,24360,1
ACH-000672,24360,1
ACH-001021,24360,-1
ACH-000857,24360,-1
ACH-001024,24360,-1
ACH-000371,24360,1
ACH-000506,24360,1
ACH-000893,24360,1
ACH-000348,24360,1
ACH-000238,24360,1
ACH-000722,24360,-1
ACH-000567,24360,1
ACH-000568,24360,-1
ACH-000254,24360,1
ACH-000008,24360,1
ACH-000411,24360,1
ACH-000802,24360,1
ACH-000856,24360,1
ACH-000062,24360,1
ACH-000269,24360,1
ACH-000257,24360,1
ACH-000464,24360,-1
ACH-000113,24360,1
ACH-000920,24360,1
ACH-000457,24360,1
ACH-000308,24360,-1
ACH-001307,24360,1
ACH-000456,24360,1
ACH-000902,24360,1
ACH-000267,24360,1
ACH-000293,24360,-1
ACH-000345,24360,1
ACH-000183,24360,-1
ACH-000876,24360,-1
ACH-000587,24360,-1
ACH-000678,24360,-1
ACH-000621,24360,-1
ACH-000789,24360,-1
ACH-000965,24360,-1
ACH-001321,24360,-1
ACH-000694,24360,-1
ACH-000488,24360,1
ACH-000605,24360,-1
ACH-000927,24360,-1
ACH-000596,24360,-1
ACH-000783,24360,-1
ACH-000103,24360,1
ACH-000818,24360,-1
ACH-000689,24360,-1
ACH-000963,24360,1
ACH-000812,24360,1
ACH-000978,24360,-1
ACH-000906,24360,1
ACH-000574,24360,-1
ACH-000843,24360,1
ACH-000878,24360,-1
ACH-000840,24360,1
ACH-000667,24360,-1
ACH-000650,24360,1
ACH-000577,24360,-1
ACH-000476,24360,1
ACH-000217,24360,-1
ACH-000848,24360,-1
ACH-000607,24360,1
ACH-000819,24360,-1
ACH-000595,24360,-1
ACH-000573,24360,-1
ACH-000935,24360,1
ACH-000988,24360,-1
ACH-000058,24360,1
ACH-000559,24360,-1
ACH-000894,24360,-1
ACH-000434,24360,-1
ACH-000414,24360,1
ACH-000752,24360,-1
ACH-000781,24360,1
ACH-000639,24360,1
ACH-000378,24360,1
ACH-000292,24360,-1
ACH-000291,24360,-1
ACH-000527,24360,-1
ACH-000443,24360,-1
ACH-000023,24360,-1
ACH-000144,24360,-1
ACH-000100,24360,-1
ACH-000221,24360,-1
ACH-000652,24360,1
ACH-000424,24360,1
ACH-000885,24360,-1
ACH-000716,24360,-1
ACH-000484,24360,-1
ACH-000059,24360,1
ACH-000336,24360,1
ACH-000142,24360,1
ACH-000516,24360,-1
ACH-000249,24360,-1
ACH-000243,24360,-1
ACH-000117,24360,-1
ACH-000633,24360,-1
ACH-000352,24360,-1
ACH-000562,24360,1
ACH-000643,24360,-1
ACH-000105,24360,1
ACH-000838,24360,1
ACH-000743,24360,1
ACH-000981,24360,1
ACH-000821,24360,1
ACH-000270,24360,-1
ACH-000475,24360,-1
ACH-000620,24360,-1
ACH-000711,24360,-1
ACH-000684,24360,-1
ACH-000250,24360,1
ACH-001107,24360,1
ACH-000281,24360,-1
ACH-000108,24360,-1
ACH-000176,24360,1
ACH-000852,24360,-1
ACH-000869,24360,-1
ACH-000379,24360,1
ACH-000929,24360,1
ACH-000924,24360,-1
ACH-000186,24360,-1
ACH-000674,24360,-1
ACH-000247,24360,1
ACH-000544,24360,-1
ACH-000663,24360,-1
ACH-000599,24360,-1
ACH-000347,24360,-1
ACH-000482,24360,-1
ACH-000442,24360,-1
ACH-000505,24360,-1
ACH-000048,24360,1
ACH-000115,24360,-1
ACH-000162,24360,1
ACH-000073,24360,1
ACH-000349,24360,-1
ACH-000515,24360,-1
ACH-000653,24360,-1
ACH-000151,24360,1
ACH-000326,24360,1
ACH-000193,24360,-1
ACH-000983,24360,1
ACH-001106,24360,1
ACH-000702,24360,1
ACH-000439,24360,-1
ACH-000362,24360,1
ACH-000369,24360,1
ACH-000745,24360,1
ACH-000129,24360,1
ACH-000586,24360,1
ACH-000727,24360,-1
ACH-000177,24360,-1
ACH-000287,24360,1
ACH-000065,24360,1
ACH-000124,24360,1
ACH-000751,24360,1
ACH-000218,24360,1
ACH-000922,24360,1
ACH-000271,24360,1
ACH-000365,24360,1
ACH-000660,24360,1
ACH-000611,24360,1
ACH-000656,24360,1
ACH-001203,24360,1
ACH-000226,24360,1
ACH-000534,24360,1
ACH-001063,24360,1
ACH-000132,24360,-1
ACH-000584,24360,1
ACH-000917,24360,-1
ACH-000714,24360,-1
ACH-000999,24360,-1
ACH-000989,24360,1
ACH-000708,24360,-1
ACH-000955,24360,-1
ACH-000532,24360,-1
ACH-000991,24360,-1
ACH-000970,24360,1
ACH-000087,13342,1
ACH-000242,13342,1
ACH-000720,13342,-1
ACH-000323,13342,1
ACH-000137,13342,1
ACH-000558,13342,1
ACH-000738,13342,-1
ACH-000571,13342,1
ACH-000392,13342,-1
ACH-000662,13342,-1
ACH-000769,13342,1
ACH-000744,13342,-1
ACH-000766,13342,1
ACH-000035,13342,-1
ACH-000021,13342,-1
ACH-000733,13342,-1
ACH-000451,13342,-1
ACH-000481,13342,1
ACH-000447,13342,-1
ACH-000951,13342,-1
ACH-000875,13342,-1
ACH-000121,13342,-1
ACH-000853,13342,1
ACH-000187,13342,1
ACH-000866,13342,1
ACH-000514,13342,-1
ACH-000431,13342,1
ACH-000729,13342,1
ACH-000290,13342,1
ACH-001138,13342,1
ACH-000800,13342,1
ACH-000767,13342,1
ACH-000358,13342,1
ACH-000355,13342,1
ACH-000153,13342,1
ACH-000366,13342,1
ACH-000341,13342,1
ACH-001233,13342,1
ACH-000670,13342,1
ACH-000149,13342,-1
ACH-000311,13342,1
ACH-000945,13342,1
ACH-000050,13342,1
ACH-000260,13342,1
ACH-000510,13342,1
ACH-000841,13342,1
ACH-000522,13342,1
ACH-000775,13342,-1
ACH-000264,13342,1
ACH-000666,13342,1
ACH-000496,13342,1
ACH-000094,13342,-1
ACH-000790,13342,1
ACH-000886,13342,1
ACH-000408,13342,1
ACH-000859,13342,1
ACH-000374,13342,-1
ACH-000111,13342,-1
ACH-000699,13342,1
ACH-000223,13342,-1
ACH-000691,13342,1
ACH-000276,13342,-1
ACH-000210,13342,1
ACH-000518,13342,1
ACH-001049,13342,1
ACH-000563,13342,1
ACH-000305,13342,1
ACH-000585,13342,-1
ACH-000472,13342,1
ACH-000396,13342,-1
ACH-000858,13342,1
ACH-000823,13342,1
ACH-000809,13342,1
ACH-000637,13342,-1
ACH-000784,13342,-1
ACH-000627,13342,1
ACH-000787,13342,1
ACH-000892,13342,-1
ACH-000030,13342,1
ACH-000363,13342,-1
ACH-000259,13342,1
ACH-000099,13342,1
ACH-000647,13342,1
ACH-000452,13342,1
ACH-000090,13342,1
ACH-000997,13342,1
ACH-000002,13342,1
ACH-000552,13342,1
ACH-000551,13342,1
ACH-000367,13342,-1
ACH-000900,13342,1
ACH-000343,13342,1
ACH-000019,13342,-1
ACH-000681,13342,1
ACH-000046,13342,1
ACH-000288,13342,-1
ACH-001190,13342,1
ACH-001127,13342,1
ACH-000811,13342,-1
ACH-000768,13342,1
ACH-000651,13342,1
ACH-001151,13342,-1
ACH-000861,13342,1
ACH-000825,13342,-1
ACH-000425,13342,1
ACH-000579,13342,-1
ACH-000273,13342,1
ACH-000655,13342,1
ACH-000969,13342,1
ACH-000617,13342,-1
ACH-000696,13342,1
ACH-000535,13342,1
ACH-000191,13342,1
ACH-001016,13342,1
ACH-000880,13342,1
ACH-000788,13342,1
ACH-001306,13342,1
ACH-000896,13342,-1
ACH-000973,13342,1
ACH-000070,13342,1
ACH-000536,13342,-1
ACH-000657,13342,1
ACH-000161,13342,-1
ACH-000508,13342,-1
ACH-000717,13342,-1
ACH-000805,13342,-1
ACH-000120,13342,1
ACH-000138,13342,-1
ACH-000212,13342,-1
ACH-000174,13342,1
ACH-000580,13342,-1
ACH-000786,13342,1
ACH-000334,13342,1
ACH-000211,13342,1
ACH-000863,13342,-1
ACH-000233,13342,1
ACH-000244,13342,-1
ACH-001064,13342,1
ACH-000560,13342,1
ACH-000330,13342,1
ACH-000295,13342,1
ACH-001065,13342,1
ACH-000903,13342,1
ACH-000572,13342,1
ACH-000098,13342,1
ACH-000047,13342,-1
ACH-000081,13342,1
ACH-000756,13342,1
ACH-000835,13342,1
ACH-000913,13342,1
ACH-000389,13342,1
ACH-000277,13342,-1
ACH-000624,13342,1
ACH-000668,13342,1
ACH-000847,13342,1
ACH-000061,13342,-1
ACH-001089,13342,1
ACH-000613,13342,1
ACH-000778,13342,1
ACH-000546,13342,-1
ACH-000054,13342,1
ACH-000547,13342,-1
ACH-000724,13342,-1
ACH-000322,13342,1
ACH-000976,13342,1
ACH-000480,13342,-1
ACH-000882,13342,1
ACH-000569,13342,-1
ACH-000106,13342,1
ACH-000346,13342,1
ACH-000231,13342,1
ACH-000053,13342,1
ACH-000315,13342,1
ACH-000101,13342,1
ACH-000386,13342,1
ACH-000380,13342,1
ACH-000926,13342,1
ACH-000375,13342,1
ACH-000096,13342,1
ACH-000074,13342,1
ACH-000486,13342,1
ACH-000631,13342,1
ACH-000227,13342,-1
ACH-000855,13342,1
ACH-000693,13342,1
ACH-000873,13342,-1
ACH-000865,13342,1
ACH-000754,13342,1
ACH-000806,13342,1
ACH-000301,13342,1
ACH-000950,13342,1
ACH-000759,13342,1
ACH-000934,13342,1
ACH-000910,13342,1
ACH-000849,13342,1
ACH-000881,13342,-1
ACH-000072,13342,1
ACH-000449,13342,1
ACH-000192,13342,-1
ACH-000879,13342,1
ACH-000359,13342,1
ACH-000020,13342,1
ACH-000391,13342,1
ACH-000351,13342,-1
ACH-001125,13342,1
ACH-001126,13342,1
ACH-000795,13342,1
ACH-000918,13342,1
ACH-000006,13342,1
ACH-000335,13342,-1
ACH-000045,13342,1
ACH-000938,13342,1
ACH-000944,13342,1
ACH-000395,13342,1
ACH-000932,13342,-1
ACH-000303,13342,1
ACH-000581,13342,1
ACH-000168,13342,1
ACH-000911,13342,1
ACH-000403,13342,-1
ACH-000491,13342,-1
ACH-000628,13342,-1
ACH-000638,13342,-1
ACH-000427,13342,-1
ACH-000092,13342,1
ACH-000888,13342,-1
ACH-000860,13342,1
ACH-000980,13342,1
ACH-000648,13342,-1
ACH-000015,13342,1
ACH-000916,13342,-1
ACH-000448,13342,-1
ACH-000747,13342,1
ACH-000282,13342,1
ACH-000816,13342,1
ACH-000776,13342,1
ACH-000024,13342,1
ACH-000159,13342,-1
ACH-000372,13342,1
ACH-000937,13342,1
ACH-000654,13342,1
ACH-000565,13342,-1
ACH-000169,13342,1
ACH-000943,13342,1
ACH-000719,13342,-1
ACH-000636,13342,1
ACH-000473,13342,1
ACH-000410,13342,1
ACH-000181,13342,1
ACH-000441,13342,1
ACH-001189,13342,1
ACH-000748,13342,1
ACH-000400,13342,1
ACH-000361,13342,1
ACH-000145,13342,1
ACH-000309,13342,-1
ACH-000465,13342,-1
ACH-000822,13342,-1
ACH-000665,13342,1
ACH-000939,13342,1
ACH-000974,13342,1
ACH-000478,13342,1
ACH-000493,13342,1
ACH-000420,13342,-1
ACH-001199,13342,1
ACH-000953,13342,1
ACH-000489,13342,-1
ACH-000236,13342,-1
ACH-000470,13342,-1
ACH-000958,13342,1
ACH-000421,13342,-1
ACH-000680,13342,1
ACH-000381,13342,1
ACH-000949,13342,1
ACH-000430,13342,1
ACH-000171,13342,-1
ACH-000304,13342,-1
ACH-000332,13342,-1
ACH-000469,13342,1
ACH-000828,13342,-1
ACH-000189,13342,-1
ACH-000524,13342,-1
ACH-000815,13342,1
ACH-000679,13342,1
ACH-000320,13342,1
ACH-000383,13342,-1
ACH-000998,13342,1
ACH-001023,13342,-1
ACH-000350,13342,-1
ACH-000792,13342,1
ACH-000009,13342,-1
ACH-000222,13342,-1
ACH-000440,13342,1
ACH-000248,13342,1
ACH-000245,13342,1
ACH-000432,13342,1
ACH-000672,13342,-1
ACH-001021,13342,-1
ACH-000857,13342,-1
ACH-001024,13342,1
ACH-000893,13342,1
ACH-000348,13342,1
ACH-000238,13342,1
ACH-000722,13342,-1
ACH-000567,13342,1
ACH-000568,13342,-1
ACH-000254,13342,1
ACH-000008,13342,1
ACH-000411,13342,1
ACH-000802,13342,1
ACH-000856,13342,1
ACH-000269,13342,1
ACH-000257,13342,1
ACH-000464,13342,-1
ACH-000113,13342,1
ACH-000920,13342,1
ACH-000457,13342,1
ACH-000308,13342,-1
ACH-001307,13342,-1
ACH-000456,13342,1
ACH-000902,13342,1
ACH-000267,13342,1
ACH-000293,13342,-1
ACH-000183,13342,1
ACH-000876,13342,1
ACH-000587,13342,1
ACH-000678,13342,-1
ACH-000621,13342,1
ACH-000789,13342,1
ACH-000965,13342,1
ACH-001321,13342,-1
ACH-000694,13342,1
ACH-000605,13342,1
ACH-000927,13342,-1
ACH-000596,13342,1
ACH-000783,13342,-1
ACH-000103,13342,-1
ACH-000818,13342,-1
ACH-000963,13342,1
ACH-000978,13342,-1
ACH-000906,13342,1
ACH-000574,13342,-1
ACH-000843,13342,1
ACH-000667,13342,1
ACH-000650,13342,1
ACH-000577,13342,-1
ACH-000476,13342,1
ACH-000217,13342,1
ACH-000848,13342,1
ACH-000607,13342,1
ACH-000819,13342,1
ACH-000595,13342,-1
ACH-000573,13342,-1
ACH-000935,13342,1
ACH-000988,13342,1
ACH-000894,13342,-1
ACH-000434,13342,-1
ACH-000414,13342,1
ACH-000752,13342,-1
ACH-000781,13342,1
ACH-000639,13342,1
ACH-000292,13342,1
ACH-000291,13342,1
ACH-000527,13342,-1
ACH-000443,13342,-1
ACH-000023,13342,1
ACH-000144,13342,-1
ACH-000100,13342,1
ACH-000221,13342,1
ACH-000652,13342,-1
ACH-000424,13342,1
ACH-000885,13342,1
ACH-000716,13342,-1
ACH-000059,13342,1
ACH-000336,13342,1
ACH-000142,13342,1
ACH-000516,13342,-1
ACH-000249,13342,-1
ACH-000243,13342,-1
ACH-000117,13342,-1
ACH-000633,13342,1
ACH-000352,13342,-1
ACH-000562,13342,1
ACH-000643,13342,1
ACH-000105,13342,1
ACH-000838,13342,1
ACH-000981,13342,1
ACH-000821,13342,1
ACH-000270,13342,-1
ACH-000475,13342,-1
ACH-000620,13342,1
ACH-000711,13342,1
ACH-000684,13342,1
ACH-000250,13342,1
ACH-001107,13342,1
ACH-000281,13342,-1
ACH-000108,13342,-1
ACH-000176,13342,1
ACH-000852,13342,-1
ACH-000869,13342,-1
ACH-000379,13342,-1
ACH-000674,13342,-1
ACH-000247,13342,-1
ACH-000544,13342,1
ACH-000663,13342,-1
ACH-000599,13342,-1
ACH-000482,13342,1
ACH-000442,13342,1
ACH-000505,13342,1
ACH-000048,13342,1
ACH-000115,13342,-1
ACH-000162,13342,1
ACH-000073,13342,1
ACH-000349,13342,1
ACH-000653,13342,1
ACH-000193,13342,1
ACH-000983,13342,1
ACH-001106,13342,1
ACH-000702,13342,1
ACH-000439,13342,1
ACH-000362,13342,1
ACH-000745,13342,1
ACH-000129,13342,-1
ACH-000586,13342,1
ACH-000727,13342,-1
ACH-000751,13342,1
ACH-000271,13342,1
ACH-000660,13342,1
ACH-000611,13342,1
ACH-000656,13342,1
ACH-001203,13342,1
ACH-000226,13342,1
ACH-000534,13342,1
ACH-001063,13342,1
ACH-000917,13342,1
ACH-000989,13342,1
ACH-000955,13342,1
ACH-000532,13342,-1
ACH-000970,13342,1
ACH-000087,5460033,1
ACH-000905,5460033,-1
ACH-000242,5460033,-1
ACH-000720,5460033,-1
ACH-000323,5460033,-1
ACH-000137,5460033,-1
ACH-000558,5460033,-1
ACH-000738,5460033,1
ACH-000571,5460033,-1
ACH-000392,5460033,-1
ACH-000662,5460033,-1
ACH-000769,5460033,-1
ACH-000744,5460033,-1
ACH-000766,5460033,-1
ACH-000035,5460033,-1
ACH-000021,5460033,-1
ACH-000733,5460033,-1
ACH-000451,5460033,-1
ACH-000481,5460033,1
ACH-000447,5460033,-1
ACH-000951,5460033,-1
ACH-000875,5460033,-1
ACH-000121,5460033,-1
ACH-000853,5460033,-1
ACH-000187,5460033,1
ACH-000866,5460033,-1
ACH-000514,5460033,-1
ACH-000431,5460033,-1
ACH-000729,5460033,1
ACH-000298,5460033,-1
ACH-000290,5460033,1
ACH-001138,5460033,-1
ACH-000800,5460033,-1
ACH-000767,5460033,1
ACH-000358,5460033,-1
ACH-000355,5460033,1
ACH-000153,5460033,-1
ACH-000366,5460033,-1
ACH-000341,5460033,-1
ACH-001233,5460033,-1
ACH-000670,5460033,-1
ACH-000149,5460033,-1
ACH-000311,5460033,-1
ACH-000945,5460033,-1
ACH-000050,5460033,-1
ACH-000260,5460033,-1
ACH-000510,5460033,-1
ACH-000841,5460033,-1
ACH-000522,5460033,-1
ACH-000775,5460033,-1
ACH-000264,5460033,-1
ACH-000666,5460033,-1
ACH-000496,5460033,-1
ACH-000094,5460033,-1
ACH-000790,5460033,-1
ACH-000886,5460033,-1
ACH-000408,5460033,-1
ACH-000859,5460033,-1
ACH-000374,5460033,-1
ACH-000111,5460033,-1
ACH-000699,5460033,-1
ACH-000196,5460033,-1
ACH-000223,5460033,-1
ACH-000691,5460033,-1
ACH-000755,5460033,-1
ACH-000276,5460033,-1
ACH-000210,5460033,1
ACH-000518,5460033,-1
ACH-001049,5460033,-1
ACH-000563,5460033,-1
ACH-000305,5460033,-1
ACH-000585,5460033,-1
ACH-000472,5460033,1
ACH-000396,5460033,-1
ACH-000858,5460033,-1
ACH-000823,5460033,1
ACH-000809,5460033,-1
ACH-000637,5460033,-1
ACH-000784,5460033,-1
ACH-000627,5460033,-1
ACH-000787,5460033,-1
ACH-000892,5460033,-1
ACH-000030,5460033,-1
ACH-000363,5460033,-1
ACH-000353,5460033,-1
ACH-000259,5460033,1
ACH-000099,5460033,1
ACH-000647,5460033,-1
ACH-000452,5460033,-1
ACH-000090,5460033,-1
ACH-000997,5460033,-1
ACH-000002,5460033,1
ACH-000552,5460033,-1
ACH-000551,5460033,-1
ACH-000367,5460033,-1
ACH-000900,5460033,-1
ACH-000343,5460033,-1
ACH-000019,5460033,-1
ACH-000681,5460033,-1
ACH-000046,5460033,-1
ACH-000288,5460033,-1
ACH-001190,5460033,-1
ACH-001127,5460033,1
ACH-000811,5460033,-1
ACH-000768,5460033,-1
ACH-000651,5460033,-1
ACH-001151,5460033,-1
ACH-000861,5460033,-1
ACH-000825,5460033,-1
ACH-000425,5460033,-1
ACH-000579,5460033,-1
ACH-000273,5460033,1
ACH-000655,5460033,-1
ACH-000969,5460033,-1
ACH-000617,5460033,-1
ACH-000696,5460033,-1
ACH-000535,5460033,-1
ACH-000191,5460033,-1
ACH-001016,5460033,-1
ACH-000880,5460033,-1
ACH-000788,5460033,-1
ACH-001306,5460033,-1
ACH-000896,5460033,1
ACH-000973,5460033,1
ACH-000070,5460033,1
ACH-000536,5460033,-1
ACH-000657,5460033,1
ACH-000161,5460033,-1
ACH-000508,5460033,-1
ACH-000717,5460033,-1
ACH-000805,5460033,-1
ACH-000120,5460033,-1
ACH-000138,5460033,-1
ACH-000212,5460033,-1
